Año,Trimestre,Provincia,-30 Mbps,+ 30 Mbps,OTROS,Total,Fecha
2015,3,Misiones,91581,43,0,91624,2015-07-01
2015,3,Neuquén,95712,155,0,95867,2015-07-01
2015,3,Río Negro,100446,62,0,100508,2015-07-01
2015,3,Salta,100584,5,0,100589,2015-07-01
2015,3,San Juan,55363,2,0,55365,2015-07-01
2015,3,San Luis,13300,2,0,13302,2015-07-01
2015,3,Santa Cruz,32483,0,0,32483,2015-07-01
2015,3,Santa Fe,554633,1133,0,555766,2015-07-01
2015,3,Santiago Del Estero,39398,0,0,39398,2015-07-01
2015,3,Tierra Del Fuego,36710,0,0,36710,2015-07-01
2015,3,Tucumán,144301,0,0,144301,2015-07-01
2015,2,Buenos Aires,2851043,6712,0,2857754,2015-04-01
2015,2,Capital Federal,1337431,9258,0,1346690,2015-04-01
2015,2,Catamarca,25677,1,0,25678,2015-04-01
2015,2,Chaco,83697,149,0,83846,2015-04-01
2015,2,Chubut,62647,0,0,62647,2015-04-01
2015,2,Córdoba,610932,903,0,611835,2015-04-01
2015,2,Corrientes,83193,126,0,83319,2015-04-01
2015,2,Entre Ríos,169407,136,0,169543,2015-04-01
2015,2,Formosa,27052,1,0,27053,2015-04-01
2015,2,Jujuy,37723,0,0,37723,2015-04-01
2015,2,La Pampa,60230,10,0,60240,2015-04-01
2015,2,La Rioja,16506,3,0,16509,2015-04-01
2015,2,Mendoza,170808,13,0,170821,2015-04-01
2015,2,Misiones,88491,33,0,88524,2015-04-01
2015,2,Neuquén,92214,110,0,92324,2015-04-01
2015,2,Río Negro,98638,51,0,98689,2015-04-01
2015,2,Salta,98264,5,0,98269,2015-04-01
2015,2,San Juan,51986,2,0,51988,2015-04-01
2015,2,San Luis,13218,2,0,13220,2015-04-01
2015,2,Santa Cruz,25756,0,0,25756,2015-04-01
2015,2,Santa Fe,546239,1014,0,547253,2015-04-01
2015,2,Santiago Del Estero,39379,0,0,39379,2015-04-01
2015,2,Tierra Del Fuego,36375,0,0,36375,2015-04-01
2015,2,Tucumán,140670,0,0,140670,2015-04-01
2015,1,Buenos Aires,2748912,5700,0,2754612,2015-01-01
2015,1,Capital Federal,1325054,8401,0,1333455,2015-01-01
2015,1,Catamarca,25129,1,0,25130,2015-01-01
2015,1,Chaco,81222,135,0,81357,2015-01-01
2015,1,Chubut,64262,0,0,64262,2015-01-01
2015,1,Córdoba,597018,815,0,597833,2015-01-01
2015,1,Corrientes,81386,98,0,81484,2015-01-01
2015,1,Entre Ríos,166299,119,0,166418,2015-01-01
2015,1,Formosa,26699,1,0,26700,2015-01-01
2015,1,Jujuy,36612,0,0,36612,2015-01-01
2015,1,La Pampa,59200,10,0,59210,2015-01-01
2015,1,La Rioja,16331,3,0,16334,2015-01-01
2015,1,Mendoza,170134,11,0,170145,2015-01-01
2015,1,Misiones,85124,26,0,85150,2015-01-01
2015,1,Neuquén,89498,76,0,89574,2015-01-01
2015,1,Río Negro,97185,42,0,97227,2015-01-01
2015,1,Salta,96805,5,0,96810,2015-01-01
2015,1,San Juan,51799,2,0,51801,2015-01-01
2015,1,San Luis,12739,2,0,12741,2015-01-01
2015,1,Santa Cruz,26282,0,0,26282,2015-01-01
2015,1,Santa Fe,535352,900,0,536252,2015-01-01
2015,1,Santiago Del Estero,38617,0,0,38617,2015-01-01
2015,1,Tierra Del Fuego,36944,0,0,36944,2015-01-01
2015,1,Tucumán,138262,0,0,138262,2015-01-01
2014,4,Buenos Aires,2700547,5406,0,2705954,2014-10-01
2014,4,Capital Federal,1323976,7997,0,1331972,2014-10-01
2014,4,Catamarca,25492,1,0,25493,2014-10-01
2014,4,Chaco,66058,2,0,66060,2014-10-01
2014,4,Chubut,68538,0,0,68538,2014-10-01
2014,4,Córdoba,589091,782,0,589873,2014-10-01
2014,4,Corrientes,65701,9,0,65710,2014-10-01
2014,4,Entre Ríos,140664,66,0,140730,2014-10-01
2014,4,Formosa,26207,1,0,26208,2014-10-01
2014,4,Jujuy,35955,0,0,35955,2014-10-01
2014,4,La Pampa,49700,10,0,49710,2014-10-01
2014,4,La Rioja,16399,3,0,16402,2014-10-01
2014,4,Mendoza,169599,12,0,169611,2014-10-01
2014,4,Misiones,77217,12,0,77229,2014-10-01
2014,4,Neuquén,89162,66,0,89228,2014-10-01
2014,4,Río Negro,95874,30,0,95904,2014-10-01
2014,4,Salta,93963,4,0,93967,2014-10-01
2014,4,San Juan,52117,2,0,52119,2014-10-01
2014,4,San Luis,13145,2,0,13147,2014-10-01
2014,4,Santa Cruz,25703,0,0,25703,2014-10-01
2014,4,Santa Fe,526647,824,0,527471,2014-10-01
2014,4,Santiago Del Estero,39301,0,0,39301,2014-10-01
2014,4,Tierra Del Fuego,31786,0,0,31786,2014-10-01
2014,4,Tucumán,137414,0,0,137414,2014-10-01
2014,3,Buenos Aires,2642949,4232,0,2647181,2014-07-01
2014,3,Capital Federal,1312173,6626,0,1318799,2014-07-01
2014,3,Catamarca,24680,0,0,24680,2014-07-01
2014,3,Chaco,63770,0,0,63770,2014-07-01
2014,3,Chubut,69099,0,0,69099,2014-07-01
2014,3,Córdoba,583308,664,0,583972,2014-07-01
2014,3,Corrientes,63539,0,0,63539,2014-07-01
2014,3,Entre Ríos,136748,48,0,136796,2014-07-01
2014,3,Formosa,25935,0,0,25935,2014-07-01
2014,3,Jujuy,33709,0,0,33709,2014-07-01
2014,3,La Pampa,54145,10,0,54155,2014-07-01
2014,3,La Rioja,15913,0,0,15913,2014-07-01
2014,3,Mendoza,167854,1,0,167855,2014-07-01
2014,3,Misiones,75321,1,0,75322,2014-07-01
2014,3,Neuquén,87693,27,0,87720,2014-07-01
2014,3,Río Negro,97736,9,0,97745,2014-07-01
2014,3,Salta,92941,0,0,92941,2014-07-01
2014,3,San Juan,51771,0,0,51771,2014-07-01
2014,3,San Luis,13040,0,0,13040,2014-07-01
2014,3,Santa Cruz,26069,0,0,26069,2014-07-01
2014,3,Santa Fe,514562,806,0,515368,2014-07-01
2014,3,Santiago Del Estero,37540,0,0,37540,2014-07-01
2014,3,Tierra Del Fuego,32698,0,0,32698,2014-07-01
2014,3,Tucumán,132054,0,0,132054,2014-07-01
2014,2,Buenos Aires,2655007,4309,0,2659316,2014-04-01
2014,2,Capital Federal,1303913,6427,0,1310340,2014-04-01
2014,2,Catamarca,24683,0,0,24683,2014-04-01
2014,2,Chaco,63304,0,0,63304,2014-04-01
2014,2,Chubut,70514,0,0,70514,2014-04-01
2014,2,Córdoba,576837,627,0,577464,2014-04-01
2014,2,Corrientes,62957,0,0,62957,2014-04-01
2014,2,Entre Ríos,135451,44,0,135495,2014-04-01
2014,2,Formosa,25600,0,0,25600,2014-04-01
2014,2,Jujuy,34344,0,0,34344,2014-04-01
2014,2,La Pampa,47909,10,0,47919,2014-04-01
2014,2,La Rioja,15912,0,0,15912,2014-04-01
2014,2,Mendoza,166797,10,0,166807,2014-04-01
2014,2,Misiones,74689,0,0,74689,2014-04-01
2014,2,Neuquén,86207,30,0,86237,2014-04-01
2014,2,Río Negro,95602,8,0,95610,2014-04-01
2014,2,Salta,91992,0,0,91992,2014-04-01
2014,2,San Juan,51646,0,0,51646,2014-04-01
2014,2,San Luis,13053,2,0,13055,2014-04-01
2014,2,Santa Cruz,27166,0,0,27166,2014-04-01
2014,2,Santa Fe,511302,792,0,512094,2014-04-01
2014,2,Santiago Del Estero,37996,0,0,37996,2014-04-01
2014,2,Tierra Del Fuego,31546,0,0,31546,2014-04-01
2014,2,Tucumán,132059,0,0,132059,2014-04-01
2014,1,Buenos Aires,2620504,4037,0,2624542,2014-01-01
2014,1,Capital Federal,1294874,6208,0,1301081,2014-01-01
2014,1,Catamarca,24232,0,0,24232,2014-01-01
2014,1,Chaco,62546,0,0,62546,2014-01-01
2014,1,Chubut,68791,0,0,68791,2014-01-01
2014,1,Córdoba,566865,588,0,567453,2014-01-01
2014,1,Corrientes,62235,0,0,62235,2014-01-01
2014,1,Entre Ríos,134205,43,0,134248,2014-01-01
2014,1,Formosa,25422,0,0,25422,2014-01-01
2014,1,Jujuy,33803,0,0,33803,2014-01-01
2014,1,La Pampa,46496,10,0,46506,2014-01-01
2014,1,La Rioja,15711,0,0,15711,2014-01-01
2014,1,Mendoza,166731,9,0,166740,2014-01-01
2014,1,Misiones,73954,0,0,73954,2014-01-01
2014,1,Neuquén,83936,22,0,83958,2014-01-01
2014,1,Río Negro,94728,8,0,94736,2014-01-01
2014,1,Salta,91297,0,0,91297,2014-01-01
2014,1,San Juan,51589,0,0,51589,2014-01-01
2014,1,San Luis,12555,2,0,12557,2014-01-01
2014,1,Santa Cruz,26760,0,0,26760,2014-01-01
2014,1,Santa Fe,505345,668,0,506013,2014-01-01
2014,1,Santiago Del Estero,37113,0,0,37113,2014-01-01
2014,1,Tierra Del Fuego,31527,0,0,31527,2014-01-01
2014,1,Tucumán,130032,0,0,130032,2014-01-01
